id,class,type,location,reference,latitude,longitude
1772222,Outdoor Furniture,Picnic Setting,University Square,"61m West of 210-214 Leicester Street, Carlton, 3053",-37.80075993871002, 144.96039247975318
1775777,Outdoor Furniture,Barbeque,Kavanagh Street,"Balston Street and Kings Way approximately 32m SW of 25 Balston Street, Southbank, 3006",-37.82601058338085, 144.9618637841363
1775790,Outdoor Furniture,Picnic Setting,Boyd Community Hub,"51m SE of City Road Park, 135 Queens Bridge Street, Southbank, 3006",-37.825745900591784, 144.9607235820872
1775792,Outdoor Furniture,Picnic Setting,Boyd Community Hub,"30m North of 132 Kavanagh Street, Southbank, 3006",-37.82601753912883, 144.96147435542582
1775793,Outdoor Furniture,Picnic Setting,Kavanagh Street,"Balston Street and Kings Way approximately 34m SW of 25 Balston Street, Southbank, 3006",-37.82603348534172, 144.9618853084932
1775794,Outdoor Furniture,Picnic Setting,Boyd Community Hub,"48m SE of City Road Park, 135 Queens Bridge Street, Southbank, 3006",-37.82572642478811, 144.96069696491026
1775795,Outdoor Furniture,Picnic Setting,Kavanagh Street,"Balston Street and Kings Way approximately 29m SW of 25 Balston Street, Southbank, 3006",-37.82599283295771, 144.96189517519315
1775796,Outdoor Furniture,Picnic Setting,Boyd Community Hub,"28m SW of Central Equity Limited, Ground, 205 City Road, Southbank, 3006",-37.82537212074477, 144.96114662355504
1778139,Outdoor Furniture,Barbeque,Batman Park,"47m South of 26 Rebecca Walk, Melbourne, 3000",-37.821751221204465, 144.9572847140256
1778140,Outdoor Furniture,Barbeque,Batman Park,"48m SE of 32 Rebecca Walk, Melbourne, 3000",-37.8217761845749, 144.95723801523079
1110866,Outdoor Furniture,Barbeque,Alexandra Park,Alexandra Park,-37.82744680370206, 144.981675215773
1110851,Outdoor Furniture,Barbeque,Royal Park,Royal Park,-37.78998719902451, 144.94502340388996
1110843,Outdoor Furniture,Barbeque,Royal Park,Royal Park,-37.786978549708806, 144.95295755838
1118712,Outdoor Furniture,Picnic Setting,Royal Park,Royal Park,-37.782924694898895, 144.94344465431524
1118739,Outdoor Furniture,Picnic Setting,Fawkner Park,"50m NW of CitiPower Pty Ltd, Substation 28, 30 Commercial Road, South Yarra, 3141",-37.844595273914855, 144.98032498214843
1118748,Outdoor Furniture,Picnic Setting,Womens Peace Garden,"36m SE of 34 Coopers Lane, Kensington, 3031",-37.79137704938123, 144.9235558336836
1118725,Outdoor Furniture,Picnic Setting,Sturt Street Reserve,Sturt Street Reserve,-37.83002173979375, 144.965100849307
1118779,Outdoor Furniture,Picnic Setting,Miles & Dodds Street Reserve,Miles & Dodds Street Reserve,-37.828697530989864, 144.96729572545112
1373511,Outdoor Furniture,Barbeque,Fawkner Park,Fawkner Park,-37.839163364409444, 144.98066702168143
1431558,Outdoor Furniture,Barbeque,Alexandra Park,Alexandra Park,-37.82778303187395, 144.98295298063218
1431555,Outdoor Furniture,Barbeque,Sturt Street Reserve,Sturt Street Reserve,-37.829974008514085, 144.96515999273245
1431552,Outdoor Furniture,Barbeque,Sturt Street Reserve,Sturt Street Reserve,-37.829648035597195, 144.96496602596258
1431560,Outdoor Furniture,Barbeque,Alexandra Park,Alexandra Park,-37.82768003600854, 144.98241701976517
1431486,Outdoor Furniture,Picnic Setting,Birrarung Marr,Birrarung Marr,-37.81980193182056, 144.97478394793828
1454625,Outdoor Furniture,Barbeque,Enterprize Park,"80m SW of Customs Square, 401 Flinders Street, Melbourne, 3000",-37.82023906661578, 144.95991043872718
1491180,Outdoor Furniture,Picnic Setting,Royal Park,Royal Park,-37.785400438972694, 144.9462662141011
1515386,Outdoor Furniture,Barbeque,Fawkner Park,Fawkner Park,-37.84077622109281, 144.98393881060923
1519508,Outdoor Furniture,Barbeque,Alexandra Park,"59m NW of City of Melbourne, Alexandra Park, Alexandra Avenue, Melbourne, 3004",-37.824260053373365, 144.9776466199352
1519507,Outdoor Furniture,Barbeque,Alexandra Park,"77m NW of City of Melbourne, Alexandra Park, Alexandra Avenue, Melbourne, 3004",-37.824126419080216, 144.97752654664086
1566852,Outdoor Furniture,Picnic Setting,Parkville Gardens,"39m SW of Shop 1, Ground, 52 Cade Way, Parkville, 3052",-37.77696971374688, 144.938959220484
1566839,Outdoor Furniture,Picnic Setting,Warun Biik Park,Warun Biik Park,-37.795773005837276, 144.92515303937552
1569713,Outdoor Furniture,Picnic Setting,Fawkner Park,Fawkner Park,-37.839267276195955, 144.98081975183328
1598889,Outdoor Furniture,Picnic Setting,Royal Park,Royal Park,-37.777379313214816, 144.9526170103072
1600553,Outdoor Furniture,Picnic Setting,Neill Street Reserve,Neill Street Reserve,-37.79523396427573, 144.96947981512102
1606405,Outdoor Furniture,Picnic Setting,Point Park,"35m NE of 9 Point Park Crescent, Docklands, 3008",-37.82303506103988, 144.9414998423118
1719688,Outdoor Furniture,Picnic Setting,Royal Park,Royal Park,-37.791687742868945, 144.94971445736397
1742342,Outdoor Furniture,Barbeque,Hawke & Adderley Street Park,Hawke & Adderley Street Park,-37.808803420080686, 144.9450258108489
1755052,Outdoor Furniture,Picnic Setting,Gardiner Reserve,"46m South of Unit G1, Ground, 108 Haines Street, North Melbourne, 3051",-37.79893387514932, 144.94355106460904
1755053,Outdoor Furniture,Picnic Setting,Gardiner Reserve,Gardiner Reserve,-37.79952597865392, 144.94376962251957
1764812,Outdoor Furniture,Picnic Setting,Wharfs Landing,Wharfs Landing,-37.822046979543856, 144.93668403481513
1768645,Outdoor Furniture,Picnic Setting,Alexandra Park,Alexandra Park,-37.827822960307756, 144.9831322017755
1764805,Outdoor Furniture,Barbeque,Wharfs Landing,Wharfs Landing,-37.82197015645569, 144.93671241740378
1775791,Outdoor Furniture,Picnic Setting,Boyd Community Hub,"33m North of 132 Kavanagh Street, Southbank, 3006",-37.8259897578216, 144.96143126545311
1804406,Outdoor Furniture,Picnic Setting,J J Holland Park,"51m South of Altona Street Reserve, 74 Altona Street, Kensington, 3031",-37.79776448035785, 144.92602119713123
1804404,Outdoor Furniture,Barbeque,J J Holland Park,"57m South of Altona Street Reserve, 74 Altona Street, Kensington, 3031",-37.79781159312425, 144.92608154725664
1800418,Outdoor Furniture,Barbeque,Royal Park,"83m NE of Tenancy 4, Ground, 48 Flemington Road, Parkville, 3052",-37.79505799178623, 144.95104163931634
1806221,Outdoor Furniture,Barbeque,Intersection of Southbank Boulevard and Moore Street,"57m South of Kimi's, Ground, 20 Kavanagh Street, Southbank, 3006",-37.82345728026392, 144.96617846018844
1806222,Outdoor Furniture,Barbeque,Intersection of Southbank Boulevard and Moore Street,"49m South of Kimi's, Ground, 20 Kavanagh Street, Southbank, 3006",-37.82337894328665, 144.96620310536593
1806223,Outdoor Furniture,Picnic Setting,Intersection of Southbank Boulevard and Moore Street,"55m South of Kimi's, Ground, 20 Kavanagh Street, Southbank, 3006",-37.82343713897669, 144.96618628410965
1806224,Outdoor Furniture,Picnic Setting,Intersection of Southbank Boulevard and Moore Street,"51m South of Kimi's, Ground, 20 Kavanagh Street, Southbank, 3006",-37.823396766169495, 144.96619670841014
