id,name,address,status,latitude,longitude
WIFI-329,MEL-0678,Parliament Station - Entrance,UP,-37.811611,144.973025
WIFI-330,MEL-0679,Parliament Station - Entrance,UP,-37.809415,144.972688
WIFI-331,MEL-0680,Parliament Station - Entrance,UP,-37.809551,144.972315
WIFI-332,MEL-0714,Bourke St & Exhibition St,UP,-37.811973,144.970387
WIFI-333,MEL-0715,Exhibition St,UP,-37.812959,144.971049
WIFI-334,MEL-0716,Collins St,UP,-37.816283,144.963417
WIFI-335,MEL-0725,120 Collins St,UP,-37.814485,144.969561
WIFI-336,MEL-0727,265-275 Exhibition St,UP,-37.80935,144.969195
WIFI-337,MEL-0728,159 Lonsdale Street,UP,-37.810768,144.967855
WIFI-338,MEL-0729,Lonsdale St,UP,-37.810437,144.968193
WIFI-339,MEL-0730,Russell St & Mackenzie Street,UP,-37.807634,144.965902
WIFI-340,MEL-0733,La Trobe St,UP,-37.810823,144.960006
WIFI-341,MEL-0734,Bourke St,UP,-37.813161,144.967215
WIFI-342,MEL-0738,45 Exhibition St (Outside Collins Place),UP,-37.814747,144.971896
WIFI-343,MEL-0739,102 Exhibition Street,UP,-37.813594,144.971158
WIFI-344,MEL-0741,Queen St,FUTURE,-37.815791,144.960908
WIFI-345,MEL-0747,Abeckett,UP,-37.809425,144.960001
WIFI-346,MEL-0756,Market,UP,-37.818512,144.962156
WIFI-347,MEL-0761,Lonsdale St,UP,-37.812741,144.960298
WIFI-348,MEL-0762,Queen St,UP,-37.810597,144.958536
WIFI-349,MEL-0765,42-44 Lonsdale Street,UP,-37.809659,144.970915
WIFI-350,MEL-0766,Exhibition St,UP,-37.811655,144.970239
WIFI-351,MEL-0790,562-566 Little Bourke St Melbourne Vic 3000,UP,-37.815158,144.955702
WIFI-352,MEL-0800,Parliament Station - Ml_Platform 1 & 2,UP,-37.8119503,144.9736839
WIFI-353,MEL-0811,"164 Bourke St, Melbourne Vic 3000",UP,-37.8124967,144.968397
WIFI-354,MEL-0815,"99 Spring St, Melbourne",UP,-37.812528,144.973335
WIFI-355,MEL-0823,"360 Little Bourke St, Melbourne",UP,-37.81337,144.961967
WIFI-356,MEL-0826,"222 Bourke St,Melbourne",UP,-37.81306,144.96655
WIFI-357,MEL-0830,"196 Lt Collins St, Melbourne (Ch1)",UP,-37.8140587,144.9674619
WIFI-358,MEL-0842,"28-32 Southgate Ave, Southbank",UP,-37.820801,144.96761
WIFI-359,MEL-0860,Queen Victoria Market-Queen St,UP,-37.806358,144.958387
WIFI-360,MEL-0861,Queen Victoria Market-Queen St,UP,-37.806949,144.958277
WIFI-361,MEL-0863,"196 Lt Collins St, Melbourne (Ch1)",UP,-37.8141477,144.9671789
WIFI-362,MEL-0900,Melbourne Museum Plaza- Front Pole,UP,-37.80364,144.970148
WIFI-363,MEL-0901,Melbourne Museum Plaza- Front Pole,UP,-37.803741,144.970132
WIFI-364,MEL-0902,Melbourne Museum Plaza- Front Pole,UP,-37.80379,144.970561
WIFI-365,MEL-0903,Melbourne Museum Plaza- Front Pole,UP,-37.803843,144.97099
WIFI-366,MEL-0904,Melbourne Museum Plaza- Front Pole,UP,-37.803887,144.971511
WIFI-367,MEL-0905,Melbourne Museum Plaza- Front Pole,UP,-37.803919,144.971766
WIFI-368,MEL-0906,Melbourne Museum Plaza- Front Pole,UP,-37.803962,144.972181
WIFI-369,MEL-0907,Melbourne Museum Plaza- Front Pole,UP,-37.804008,144.972613
WIFI-370,MEL-0908,Melbourne Museum Plaza- Front Pole,UP,-37.804068,144.973203
WIFI-371,MEL-0909,Melbourne Museum Plaza- Front Pole,UP,-37.803968,144.973233
WIFI-372,MEL-1000,99  William St,UP,-37.8169995,144.958664
WIFI-373,MEL-1001,525 Flinders St,UP,-37.8205802,144.957177
WIFI-374,MEL-1003,Outside 376 Flinders Street,UP,-37.8190615,144.961594
WIFI-375,MEL-1005,Se Corner Latrobe And Queens Streets,UP,-37.811153,144.959103
WIFI-376,MEL-1006,Outside 399 Elizabeth Street ,UP,-37.8095134,144.960851
WIFI-377,MEL-1007,27-37 Russell St,UP,-37.8159811,144.969398
WIFI-378,MEL-1008,115 Russell Street,UP,-37.8136919,144.968349
WIFI-379,MEL-1010,200 La Trobe St,UP,-37.8096563,144.963221
WIFI-380,MEL-1011,Outside 51 Spring Street,UP,-37.8137547,144.97402
WIFI-381,MEL-1014,50 Bourke St,UP,-37.811675,144.971668
WIFI-382,MEL-1015,"8 Nicholson St,Melbourne",UP,-37.8085912,144.973215
WIFI-383,MEL-1016,Outside 489 Albert Street,UP,-37.8092406,144.973568
WIFI-384,MEL-1017,Carlton Gardens - Ne Corner Of La Trobe And Victoria St,UP,-37.8073609,144.970607
WIFI-385,MEL-1018,Corner Powlett Street & Wellington Parade,UP,-37.8162778,144.984938
WIFI-386,MEL-1019,176 Wellington Parade Melbourne,UP,-37.8161473,144.983932
WIFI-387,MEL-1020,Corner Elizabeth And Therry Streets,UP,-37.8069552,144.959954
WIFI-388,MEL-1021,Ne Corner Flinders And Spencer Streets ,UP,-37.8208833,144.955351
WIFI-389,MEL-1022,300 Lonsdale Street ,UP,-37.8118711,144.963309
WIFI-390,MEL-1024,Outside 288 Queen Street ,UP,-37.8118134,144.959404
WIFI-391,MEL-1025,Ne Corner Lonsdale And Russell Streets,UP,-37.8106571,144.967319
